"","Rnk","Vendor","G_Level_1","G_Level_2","G_Level_3","G_Level_4","Fleet","WagonNumber","MinTimestamp","MaxTimestamp","CallAttempts","CallSetupSuccesRatio","CallDropRatio","CstAverage","CstPercentile10","CstPoorRatio","SpeechTestsAttempts","SpeechPolqaAverage","SpeechPolqaPercentile90","SpeechTestsPoorRatio","HttpFdfsDlAttemptsCount","HttpFdfsUlAttemptsCount","HttpFdfsCompletedRatio","HttpFdttDlMdrPercentile10","HttpFdttDlMdrAverage","HttpFdttDlMdrPercentile90","HttpFdttUlMdrPercentile10","HttpFdttUlMdrAverage","HttpFdttUlMdrPercentile90","HttpBrowsingAttemptsCount","HttpBrowsingCompletedRatio","HttpBrowsingTransferRttAverage","StreamingAttemptsCount","StreamingCompletedRatio","StreamingVmosPercentile10","StreamingVmosAverage","StreamingTtfpAverage","StreamingTtfpPoorRatio","ApplicationAttemptsCount","ApplicationCompletedRatio","ApplicationTransferTimeAverage","ModuleVoiceTests","ModulePOLQATests","ModuleHTTPTTests","ModuleHTTPBTests","ModuleVSLTBTests","ModuleMAFBBTests","ranCallSetupSuccesRatio","ranCallDropRatio","ranCstAverage","ranCstPoorRatio","ranCstPercentile10","ranSpeechPolqaAverage","ranSpeechTestsPoorRatio","ranSpeechPolqaPercentile90","ranHttpFdfsCompletedRatio","ranHttpFdttDlMdrPercentile10","ranHttpFdttDlMdrAverage","ranHttpFdttDlMdrPercentile90","ranHttpFdttUlMdrPercentile10","ranHttpFdttUlMdrAverage","ranHttpFdttUlMdrPercentile90","ranHttpBrowsingCompletedRatio","ranHttpBrowsingTransferRttAverage","ranStreamingCompletedRatio","ranStreamingVmosPercentile10","ranStreamingVmosAverage","ranStreamingTtfpAverage","ranStreamingTtfpPoorRatio","ranApplicationCompletedRatio","ranApplicationTransferTimeAverage","maxCallSetupSuccesRatio","maxCallDropRatio","maxCstAverage","maxCstPoorRatio","maxCstPercentile10","maxSpeechPolqaAverage","maxSpeechTestsPoorRatio","maxSpeechPolqaPercentile90","maxHttpFdfsCompletedRatio","maxHttpFdttDlMdrPercentile10","maxHttpFdttDlMdrAverage","maxHttpFdttDlMdrPercentile90","maxHttpFdttUlMdrPercentile10","maxHttpFdttUlMdrAverage","maxHttpFdttUlMdrPercentile90","maxHttpBrowsingCompletedRatio","maxHttpBrowsingTransferRttAverage","maxStreamingCompletedRatio","maxStreamingVmosPercentile10","maxStreamingVmosAverage","maxStreamingTtfpAverage","maxStreamingTtfpPoorRatio","maxApplicationCompletedRatio","maxApplicationTransferTimeAverage","summCST","summPOLQA","summVoice","summHttpTDL","summHttpTUL","summHttpT","summHttpB","summVSLVS","summAPPFB","summData","totalCST","totalPOLQA","totalVoice","totalHttpTDL","totalHttpTUL","totalHttpT","totalHttpB","totalVSLVS","totalAPPFB","totalData","summRanking","totalRanking"
"29",8101,"Ericsson","Drive","Connecting Roads","Highway","","","",43382.4958571181,43389.6913868982,333,0.975975975975,0.030769230769,6.17624924146212,4.45739994049072,0.018461538461,3131,3.493864,4.02,0.02555094219,297,297,0.944444444444,3.09239,20.7296686956522,46.277045,1.65399,12.398759,26.965254,2116,0.963137996219,67,295,0.922033898305,3.09999990463257,3.79227938985123,1.489338,0.003676470588,303,0.947194719471,5.29064111498258,1470,13531,2411,8693,1198,1213,15.746996996875,15.576923076975,4.6590006068303,1.1538461539,1.96278001785278,1.74284133333333,2.2334717343,1.2075,4.07843137253647,1.3764114,1.09420696064073,0.87064908,2.1810411,1.35462794769231,1.054332192,20.7281218725318,0.83,9.47557328015295,2.19999980926514,2.69420954238843,0.6015993,0.63970588236,6.23412929524235,3.91921149825784,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,7.77562677858309,5.18381306763333,44.2833599200664,3.34126744064073,4.59000123969231,12.0097000528695,21.5581218725318,15.6110878141665,10.1533407935002,59.332250533068,11.25,7.5,60,9,9,24,28.5,24,13.5,90,103.615610453134,150
"30",8102,"Huawei","Drive","Connecting Roads","Highway","","","",43374.6308924537,43390.7706598611,629,0.942766295707,0.025295109612,6.3803372656515,4.77520008087158,0.015177065767,5747,3.409897,4.02,0.032538715851,489,489,0.906952965235,4.285316,21.4855535320088,45.930452,1.35571,13.2413327412281,27.824315,3551,0.922838637003,79,482,0.933609958506,3.09999990463257,3.82466664181815,1.724644,0.017777777777,482,0.887966804979,5.36747429906542,1470,13531,2411,8693,1198,1213,11.595786963375,16.8086003373,4.4957301874788,1.4822934233,1.86743997573853,1.64487983333333,2.02383852447,1.2075,3.01984843016471,2.87949816,1.13836654844894,0.862330848,1.6172919,1.45055172746289,1.09556712,15.6077327015576,0.71,10.3744203075247,2.19999980926514,2.71849998136361,0.575493381818182,0.42962962964,3.72565291675765,3.88463656542056,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,7.84546358651732,4.87621835780333,41.1260692449957,4.88019555644894,4.16341074746289,12.0634547340765,16.3177327015576,16.2980431096116,7.61028948217821,52.289520027424,11.25,7.5,60,9,9,24,28.5,24,13.5,90,93.4155892724197,150
"31",8201,"Ericsson","Drive","Connecting Roads","Roads","","","",43383.3670273611,43389.3925536806,152,0.967105263157,0.034013605442,6.82951703687914,4.46919994354248,0.034013605442,1414,3.358995,4.01,0.033946251768,120,120,0.925,3.490804,19.599834159292,41.436214,1.45433,11.7472354464286,27.687825,867,0.942329873125,62,120,0.941666666666,3,3.70707964264186,1.521504,0,125,0.92,5.54978260869565,1470,13531,2411,8693,1198,1213,14.638157894625,14.84693877555,4.13638637049669,0,1.95924001693726,1.58549416666667,1.98161244696,1.20375,3.52941176470588,1.87841304,1.02820083772706,0.754469136,1.8036837,1.28045449697802,1.0890156,18.0842662323529,0.88,10.9999999999482,2,2.6303097319814,0.597654109090909,0.75,5.08235294117647,3.80259782608696,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,6.09562638743394,4.77085661362667,40.3515796712356,3.66108301372706,4.17315379697802,11.363648575411,18.9642662323529,16.9779638410205,8.88495076726343,56.1908294160479,11.25,7.5,60,9,9,24,28.5,24,13.5,90,96.5424090872835,150
"32",8202,"Huawei","Drive","Connecting Roads","Roads","","","",43374.6253149421,43390.7687998032,356,0.955056179775,0.041176470588,6.5238117610707,4.69879989624023,0.023529411764,3239,3.418203,4.01,0.027168879283,302,297,0.899833055091,3.807714,24.3065021785714,54.413128,1.113956,12.9091302909091,25.214534,2159,0.931449745252,73,301,0.933554817275,3,3.74448397405631,1.603096,0.003558718861,303,0.904290429042,5.09530656934307,1470,13531,2411,8693,1198,1213,13.132022471875,13.2352941177,4.38095059114344,0.6470588236,1.89036003112793,1.65457016666667,2.18493362151,1.20375,2.81881567315765,2.27771964,1.30316933780075,1.065915072,1.16037684,1.4127317561958,0.970297632,16.70184998496,0.77,10.3701387531176,2,2.65836298054223,0.588753163636364,0.64323843417,4.4170064064847,4.00711204379562,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,6.91836944587137,5.04325378817667,38.328939823623,4.64680404980075,3.5434062281958,11.0090259511542,17.47184998496,16.2604933314662,8.42411845028032,53.1654877178608,11.25,7.5,60,9,9,24,28.5,24,13.5,90,91.4944275414838,150
"33",9001,"Ericsson","Walk","Train Route","Train","","","",43374.6719905093,43385.5902446875,253,0.861660079051,0.123853211009,7.73523852912658,4.55060000419617,0.068807339449,1880,3.026856,3.99,0.098936170212,170,170,0.767647058823,0.98003,8.1502847887324,19.143607,1.027251,6.21383654929577,15.946935,1194,0.825795644891,81,153,0.823529411764,3,3.56746030799926,2.47873,0.047619047619,169,0.798816568047,5.90657777777778,623,4712,903,3196,421,450,6.46640316204,2.6146788991,2.27453945113249,0.62385321102,1.28987999916077,0.798665777777778,0.02127659576,0.78,2.141176470584,0.6144384,0.492022783098592,0.251441902222222,1.79968341333333,0.834213847887324,0.338107515151515,11.728643216076,0.46,7.117647058808,1.33333333333333,1.68373015399963,0.328819636363636,0.303350970017778,3.585798816564,2.42802666666667,12.5,15,4,2,1.5,1.75,2.25,1,4,3.2,1.8,1,3.2,1.8,1,18,1,11,2,2,0.5,0.5,6,3,4.18827266131326,1.59994237353778,14.869297095991,1.35790308532081,2.97200477637217,6.47108433227699,12.188643216076,10.7668811525224,6.01382548323067,35.440434184106,7.5,5,40,6,6,16,19,16,9,60,50.3097312800971,100
"34",9002,"Huawei","Walk","Train Route","Train","","","",43374.5738776389,43385.6918686574,370,0.883783783783,0.11620795107,7.00850153406826,4.58419990539551,0.039755351681,2832,3.063139,4,0.11970338983,281,282,0.815275310834,1.337886,10.1665446835443,23.921732,1.064373,7.49250632231404,15.709075,2002,0.866633366633,80,268,0.843283582089,3,3.63849556024096,2.011814,0.008849557522,281,0.846975088967,5.2661218487395,623,4712,903,3196,421,450,7.35135135132,3.379204893,2.6621325151636,1.20489296638,1.2831600189209,0.826885888888889,0,0.8,2.522202486672,1.07249408,0.653323574683545,0.336386346666667,1.92639317333333,1.03880101157025,0.332341212121212,13.198801198788,0.466666666666667,7.552238805958,1.33333333333333,1.71924778012048,0.362777163636364,0.441002949853333,4.163701067604,2.62016344537815,12.5,15,4,2,1.5,1.75,2.25,1,4,3.2,1.8,1,3.2,1.8,1,18,1,11,2,2,0.5,0.5,6,3,5.1501855004645,1.62688588888889,17.5076276336734,2.06220400135021,3.29753539702479,7.881941885047,13.6654678654547,11.4086000329015,6.78386451298215,39.7398742963853,7.5,5,40,6,6,16,19,16,9,60,57.2475019300587,100
"35",11001,"ALL","Drive","City","Big Cities","Berlin","","",43374.4338342245,43377.3573486227,467,0.989293361884,0.010822510822,5.4023506507213,4.6425998210907,0.008658008658,4558,3.713326,4.03,0.019526107942,395,391,0.992366412213,5.870873,40.7103707435897,93.94173,4.620716,19.1142859689923,38.139394,2823,0.988664541268,55,396,0.994949494949,3.5,3.89746190448703,1.349568,0,406,0.990147783251,3.9722736318408,4425,43213,7400,26648,3605,3792,58.038900785,66.8831168835,17.1952986985574,7.113997114,6.3574001789093,6.66293444444444,8.0473892058,4.0375,18.9821882950667,12.709729998,7.42190309792735,4.28284775,13.134420432,7.06388288054065,4.13565656666667,83.1987247608,3.16666666666667,53.1481481479667,8.75,9.24365476121757,2.075216,2.5,28.0295566502,15,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,30.6666959914667,18.7478236502444,174.336537310211,24.4144808459274,24.3339598792073,67.7306290202013,86.3653914274667,75.7170189091842,43.0295566502,272.842596007052,37.5,25,200,30,30,80,95,80,45,300,447.179133317263,500
"36",11002,"ALL","Drive","City","Big Cities","Frankfurt am Main","","",43385.7400024884,43388.6777613657,461,0.986984815618,0.010989010989,5.60110988931342,4.38539991378784,0.015384615384,4473,3.644162,4.03,0.014978761457,373,372,0.989261744966,3.56182,21.1346814958449,46.69479,2.241262,13.9691764623955,25.81314,2695,0.991094619666,56,372,0.986559139784,3.20000004768372,3.83188010041655,1.415422,0.00272479564,386,0.989637305699,4.68702356020942,4425,43213,7400,26648,3605,3792,57.0770065075,66.75824175825,16.7977802213732,4.871794872,6.61460008621216,6.39396333333333,8.5021238543,4.0375,18.5682326621333,6.559644,3.72622744919085,2.9355832,10.9699506,5.11137978572959,3.3301024,84.6567717996,3.13333333333333,50.0716845874667,8.00000011920929,9.07970025104138,2.042289,2.227520436,27.9274611398,13.9694646596859,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,28.2841751795853,18.9335871876333,171.053010632969,13.2214546491909,19.4114327857296,51.2011200970538,87.7901051329333,71.4211943937173,41.8969257994859,252.30934542319,37.5,25,200,30,30,80,95,80,45,300,423.362356056159,500
"37",11003,"ALL","Drive","City","Big Cities","Hamburg","","",43378.6444124884,43381.5058435532,430,0.995348837209,0.002336448598,5.12623363176239,4.57269997596741,0.007009345794,4257,3.793448,4.04,0.007047216349,399,399,0.996240601503,8.836702,37.3619898982188,83.301506,5.901848,17.2337203816794,26.860386,2877,0.998957247132,47,293,0.996587030716,3.90000009536743,4.00958900010749,0.998835,0,416,0.995192307692,4.11743961352657,4425,43213,7400,26648,3605,3792,60.56201550375,73.2476635515,17.7475327364752,7.663551402,6.42730002403259,6.97452,9.664376321475,4.05,19.4987468670667,13.083424452,6.88628224333735,4.19417921666667,13.457265696,6.35023234997064,3.49766176,89.3743482792,3.43333333333333,53.7485779292,9.75000023841858,9.52397250026873,2.2505825,2.5,29.0384615384,14.8238405797101,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,31.8383841625078,20.688896321475,186.336959539233,24.163885912004,23.3051598059706,66.9677925850413,92.8076816125333,77.7731331678873,43.8623021181101,281.410909483572,37.5,25,200,30,30,80,95,80,45,300,467.747869022805,500
"38",11004,"ALL","Drive","City","Big Cities","Köln","","",43383.6133338542,43385.4867567593,449,0.988864142538,0.006756756756,5.33746171427203,4.51300001144409,0.002252252252,4396,3.687411,4.03,0.012283894449,405,404,0.985166872682,5.956651,41.9519335,101.120464,3.437515,20.1541690404041,39.380025,2862,0.997204751921,41,405,0.975308641975,3.70000004768372,3.91468353211125,1.215468,0.002531645569,409,0.990220048899,3.95814320987654,4425,43213,7400,26648,3605,3792,57.8600593908333,69.932432433,17.3250765714559,9.24924924933333,6.48699998855591,6.56215388888889,8.7716105551,4.0375,18.0222496909333,12.720538026,7.46018461625,4.34267053333333,12.83625378,7.40950709082492,4.15633375,88.3228511526,3.63333333333333,45.9465020575,9.25000011920929,9.28670883027813,2.142266,2.2468354431,28.0440097798,15,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,33.0613258093452,19.3712644439889,180.225082077167,24.5233931755833,24.4020946208249,66.9477374873416,91.9561844859333,68.8723124500874,43.0440097798,270.820244203162,37.5,25,200,30,30,80,95,80,45,300,451.04532628033,500
"39",11005,"ALL","Drive","City","Big Cities","München","","",43379.5803154977,43382.5690684606,458,0.997816593886,0.006564551422,5.22970676995993,4.5979998588562,0,4512,3.715762,4.03,0.008643617021,398,395,0.992433795712,8.888408,47.3343970103092,97.829805,3.735788,21.9394837726098,41.181876,2877,0.995828988529,40,397,0.984886649874,3.79999995231628,3.94398975677198,1.263196,0.005115089514,412,0.995145631067,4.10436585365853,4425,43213,7400,26648,3605,3792,61.5902474525,70.0765864335,17.5405864600801,10,6.4020001411438,6.67240777777778,9.305186170275,4.0375,18.9911727616,13.089939408,7.62614390781787,4.315248375,12.911418576,7.51960149931094,4.1863646,87.4973931174,3.66666666666667,49.4584382871333,9.49999988079071,9.35997439192994,2.118402,1.99488491048889,29.0291262134,14.8434512195122,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,33.9425866012239,20.0150939480528,185.624514435277,25.0313316908179,24.6173846753109,68.6398891277288,91.1640597840667,72.4316994703429,43.8725774329122,276.108225815051,37.5,25,200,30,30,80,95,80,45,300,461.732740250327,500
"40",12001,"ALL","Drive","City","Medium Cities","Bochum","","",43382.8132893518,43383.5038468171,113,0.973451327433,0,5.12589092254639,4.45449991226196,0.00909090909,1096,3.682281,4.03,0.015510948905,95,95,0.957894736842,7.97982,31.4240859340659,61.93432,4.979956,16.4920751612903,27.874634,674,0.980712166172,44,94,0.989361702127,3.70000004768372,3.91935483101876,1.325483,0,97,0.969072164948,4.85574468085106,4425,43213,7400,26648,3605,3792,51.4380530970833,75,17.7482181549072,6.96969697,6.54550008773804,6.54220388888889,8.4489051095,4.0375,14.8606811145412,12.97545732,5.72995357663389,4.01611933333333,13.224948912,6.06878749710504,3.65994144,78.4272997032,3.53333333333333,51.0992907799,9.25000011920929,9.29838707754689,2.0872585,2.5,23.8690115220706,13.7163829787234,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,31.2634152126453,19.0286089983889,176.730077308118,22.7215302299672,22.953677849105,60.5358891936134,81.9606330365333,74.2349364766562,37.585394500794,254.316853207597,37.5,25,200,30,30,80,95,80,45,300,431.046930515715,500
"41",12002,"ALL","Drive","City","Medium Cities","Bremen","","",43381.719817419,43382.4221647801,121,1,0,5.16804958375032,4.57499980926514,0.008264462809,1203,3.779866,4.03,0.00166251039,102,102,1,7.24367,28.3603823762376,60.56076,5.787809,16.5990754,26.361769,741,1,54,104,1,3.90000009536743,3.97499998716208,1.183942,0,107,1,4.13330841121495,4425,43213,7400,26648,3605,3792,62.5,75,17.6639008324994,7.24517906366667,6.42500019073486,6.92170111111111,10.87593516225,4.0375,20,12.88270242,5.13333762063575,4.004673,13.428527868,6.10939271589744,3.41788304,90,3.2,55,9.75000023841858,9.43749996790519,2.158029,2.5,30,14.8000373831776,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,31.3340800869009,21.8351362733611,190.669216360262,22.0207130406358,22.9558036238974,64.9765166645332,93.2,78.8455292063238,44.8000373831776,281.822083254035,37.5,25,200,30,30,80,95,80,45,300,472.491299614297,500
"42",12003,"ALL","Drive","City","Medium Cities","Dresden","","",43375.5319364352,43375.8075945833,115,0.973913043478,0.035714285714,5.55942856839725,4.66319994926453,0.008928571428,1076,3.661737,4.03,0.021375464684,90,90,0.966666666666,3.341452,13.5924537931034,26.867684,1.540232,12.0071390909091,25.007744,650,0.983076923076,58,91,0.967032967032,3.09999990463257,3.78863634846427,1.356022,0,94,0.968085106382,5.23236263736264,4425,43213,7400,26648,3605,3792,51.6304347825,48.2142857145,16.8811428632055,7.023809524,6.33680005073547,6.46231055555556,7.8624535316,4.0375,15.6862745097412,5.6340984,2.25747784392015,1.34941472,6.5534616,4.36681175757576,3.20123904,79.8461538456,3.06666666666667,43.2320620553412,7.33333269755045,8.97159087116068,2.071989,2.5,23.7296620774588,13.151456043956,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,30.241752437941,18.3622640871556,148.448737022097,9.24099096392015,14.1215123975758,39.0487778712371,82.9128205122667,64.1089746240523,36.8811181214149,222.951691128971,37.5,25,200,30,30,80,95,80,45,300,371.400428151067,500
"43",12004,"ALL","Drive","City","Medium Cities","Hannover","","",43388.422155544,43388.6975857292,127,0.992125984251,0,5.40730952459668,4.55250000953674,0.015873015873,1253,3.690055,4.04,0.009577015163,105,105,0.995238095238,6.506808,32.0525083809524,66.694012,2.882996,15.9472636893204,31.698438,745,0.994630872483,59,106,0.981132075471,3.20000004768372,3.8749999656127,1.474326,0.009615384615,106,0.962264150943,4.18756862745098,4425,43213,7400,26648,3605,3792,59.2191601045833,75,17.1853809508066,4.708994709,6.44749999046326,6.57243611111111,9.095171588325,4.05,19.3650793650667,12.789857808,5.85233057944863,4.05578343333333,12.696514992,5.86203852825492,4.0283073,86.7785234898,3.03333333333333,48.0817610060333,8.00000011920929,9.18749991403176,2.012837,1.79487179488889,22.9078801331294,14.7186470588235,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,28.3418756502699,19.7176076994361,182.278643454289,22.697971820782,22.5868608202549,64.6499120061035,89.8118568231333,69.0769698341633,37.6265271919529,261.165265855353,37.5,25,200,30,30,80,95,80,45,300,443.443909309642,500
"44",12005,"ALL","Drive","City","Medium Cities","Karlsruhe","","",43383.8191808333,43384.5237882176,115,1,0.034782608695,5.36752174211585,4.5011999130249,0,1106,3.71584,4.04,0.010849909584,98,98,0.994897959183,7.66277,35.2021603125,64.580225,4.509475,17.9228159375,28.48062,715,0.997202797202,36,98,0.989795918367,3.7199999332428,3.9340205929943,1.144536,0,103,0.990291262135,3.38827450980392,4425,43213,7400,26648,3605,3792,62.5,48.91304347875,17.2649565157683,10,6.4988000869751,6.67271111111111,8.9150090416,4.05,19.3197278910667,12.93550902,6.46568385032895,4.03816854166667,13.1063877,6.61173527884615,3.7568992,88.3216783212,3.8,51.2585034012333,9.29999983310699,9.33505148248574,2.177732,2.5,28.058252427,15,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,33.7637566027434,19.6377201527111,164.814520234205,23.4393614119956,23.4750221788462,66.2341114819084,92.1216783212,74.5712867168261,43.058252427,275.985328946934,37.5,25,200,30,30,80,95,80,45,300,440.799849181139,500
"45",12006,"ALL","Drive","City","Medium Cities","Kassel","","",43386.4951997454,43386.7606233218,112,0.973214285714,0,5.24200915415353,4.70999994277954,0,1087,3.730551,4.03,0.005519779208,102,101,0.985221674876,3.820385,17.1103169791667,34.39916,6.294948,15.8902580808081,26.0273,724,0.991712707182,46,102,0.990196078431,3.40000009536743,3.85148513671195,1.295346,0,102,0.970588235294,4.46873737373738,4425,43213,7400,26648,3605,3792,51.3392857141667,75,17.5159816916929,10,6.29000005722046,6.72992055555556,10.0080496782,4.0375,18.0295566501333,7.645617,2.94253541173246,1.9519328,13.556326896,5.84040563066563,3.364368,85.0276243092,3.46666666666667,51.4052287580333,8.50000023841858,9.12871284177988,2.102327,2.5,24.1176470588,14.2968939393939,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,33.8059817489134,20.7754702337556,180.920737696836,12.5400852117325,22.7611005266656,53.3307423885314,88.4942909758667,73.6362688382318,38.4145409981939,253.875843200824,37.5,25,200,30,30,80,95,80,45,300,434.796580897659,500
"46",12007,"ALL","Drive","City","Medium Cities","Nürnberg","","",43378.2920634491,43378.5394274074,116,1,0.008620689655,5.57993103306869,4.73899984359741,0.008620689655,1144,3.668986,4.03,0.011363636363,96,96,0.994791666666,7.5489,36.3375011458333,87.09617,3.281794,20.0413188297872,41.051013,691,0.994211287988,62,96,0.96875,3.20000004768372,3.84731182744426,1.479354,0,99,1,4.44262626262626,4425,43213,7400,26648,3605,3792,62.5,68.53448275875,16.8401379338626,7.12643678166667,6.26100015640259,6.49050111111111,8.8636363637,4.0375,19.3055555554667,12.9211614,6.68677653892544,4.22580141666667,12.797012088,7.40254799450355,4.18418355,86.5267727928,2.93333333333333,43.6764705882353,8.00000011920929,9.11827956861065,2.010323,2.5,30,14.3360606060606,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,30.2275748719319,19.3916374748111,180.653695105493,23.8337393555921,24.3837436325035,67.5230385435623,89.4601061261333,65.3050732760553,44.3360606060606,266.624278551812,37.5,25,200,30,30,80,95,80,45,300,447.277973657305,500
"47",12008,"ALL","Drive","City","Medium Cities","Osnabrück","","",43382.5051163542,43382.7558078241,120,1,0,5.79780836502711,4.52659993171692,0,1196,3.573152,4.02,0.010869565217,93,93,0.989247311827,2.69546,16.9544492134831,37.815714,2.921951,12.4497898888889,23.956121,662,0.990936555891,78,95,0.978947368421,3.20000004768372,3.79784943724191,1.607204,0,68,0.985294117647,5.17217910447761,4425,43213,7400,26648,3605,3792,62.5,75,16.4043832699458,10,6.47340006828308,6.11781333333333,8.9130434783,4.025,18.5663082436,2.920932,2.91218221525724,2.22525712,12.706331652,4.53479206039886,3.03297936,84.5619335346,2.4,47.2807017543667,8.00000011920929,8.99462359310478,1.96101672727273,2.5,27.0588235294,13.2417313432836,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,32.8777833382289,19.0558568116333,189.433640149862,8.05837133525725,20.2741030723989,46.8987826512561,86.9619335346,68.7363421939535,40.3005548726836,242.897613252493,37.5,25,200,30,30,80,95,80,45,300,432.331253402355,500
"48",12009,"ALL","Drive","City","Medium Cities","Reutlingen","","",43383.3936600347,43383.6782281366,112,0.982142857142,0.00909090909,5.71968182216991,4.50629997253418,0,1084,3.56178,4.02,0.023062730627,82,82,0.932926829268,1.993618,8.20090875,13.911094,1.789533,6.50337512820513,15.173477,615,0.957723577235,71,85,0.894117647058,3.09999990463257,3.66973683394884,1.823684,0.013157894736,89,0.955056179775,6.09178823529412,4425,43213,7400,26648,3605,3792,55.0595238091667,68.1818181825,16.5606363556602,10,6.49370002746582,6.07358888888889,7.6937269373,4.025,12.5107604016941,0,1.20754538815789,0.312887520000001,8.1240579,2.27820389480605,1.62775632,66.8005738877647,2.63333333333333,24.3598615914824,7.33333269755045,8.67434208487209,1.88229672727273,1.63742690062222,21.8902842035294,11.8776156862745,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,33.054336383126,17.7923158261889,174.087994200982,1.5204329081579,12.030018114806,26.0612114246581,69.4339072210981,43.8872600017999,33.7678998898039,173.15027853736,37.5,25,200,30,30,80,95,80,45,300,347.238272738341,500
"49",12010,"ALL","Drive","City","Medium Cities","Saarbrücken","","",43384.6573289352,43385.3487509375,109,0.97247706422,0.009433962264,5.75504716837181,4.37649989128113,0.018867924528,1043,3.678293,4.03,0.012464046021,95,95,1,5.415768,13.8452165591398,25.7979,2.540158,11.6204324731183,25.299532,684,0.991228070175,57,95,0.98947368421,3.20000004768372,3.74255318083662,1.341276,0,99,0.979797979797,4.62592783505155,4425,43213,7400,26648,3605,3792,51.0321100916667,67.924528302,16.4899056632564,3.710691824,6.62350010871887,6.526695,8.7535953979,4.0375,20,12.652386768,2.30670006677985,1.263832,12.610119816,4.2200615539013,3.24792512,84.736842105,3.1,51.140350877,8.00000011920929,8.85638295209154,2.079362,2.5,25.9595959594,14.0611082474227,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,26.8240975959752,19.3177903979,165.098526387542,16.2229188347799,20.0781064899013,56.3010253246811,87.836842105,72.5760959483008,40.0207042068227,256.734667584805,37.5,25,200,30,30,80,95,80,45,300,421.833193972347,500
"50",13001,"ALL","Drive","City","Small Cities","Bad Hersfeld","","",43386.3051308102,43386.4371074074,42,1,0.023809523809,5.63723812784467,4.56720013618469,0,408,3.665857,4.01,0.007352941176,49,49,0.979591836734,4.480111,12.9959216666667,24.151512,3.166301,9.054466875,16.36001,346,1,66,49,1,3.18000001907349,3.76938775607518,1.172653,0,49,1,4.73924489795918,4425,43213,7400,26648,3605,3792,62.5,57.14285714325,16.7255237443106,10,6.43279986381531,6.47833277777778,9.5955882354,4.0125,17.2789115645333,10.4164662,2.14131106140351,1.13212096,12.767907852,3.24631050641026,1.8176016,90,2.8,55,7.86666679382324,8.92346939018794,2.1636735,2.5,30,13.8911326530612,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,33.158323608126,20.0864210131778,172.887601764554,13.6898982214035,17.8318199584103,48.8006297443471,92.8,76.4538096840112,43.8911326530612,261.94557208142,37.5,25,200,30,30,80,95,80,45,300,434.833173845973,500
