"","Rnk","Vendor","G_Level_1","G_Level_2","G_Level_3","G_Level_4","Fleet","WagonNumber","MinTimestamp","MaxTimestamp","CallAttempts","CallSetupSuccesRatio","CallDropRatio","CstAverage","CstPercentile10","CstPoorRatio","SpeechTestsAttempts","SpeechPolqaAverage","SpeechPolqaPercentile90","SpeechTestsPoorRatio","HttpFdfsDlAttemptsCount","HttpFdfsUlAttemptsCount","HttpFdfsCompletedRatio","HttpFdttDlMdrPercentile10","HttpFdttDlMdrAverage","HttpFdttDlMdrPercentile90","HttpFdttUlMdrPercentile10","HttpFdttUlMdrAverage","HttpFdttUlMdrPercentile90","HttpBrowsingAttemptsCount","HttpBrowsingCompletedRatio","HttpBrowsingTransferRttAverage","StreamingAttemptsCount","StreamingCompletedRatio","StreamingVmosPercentile10","StreamingVmosAverage","StreamingTtfpAverage","StreamingTtfpPoorRatio","ApplicationAttemptsCount","ApplicationCompletedRatio","ApplicationTransferTimeAverage","ModuleVoiceTests","ModulePOLQATests","ModuleHTTPTTests","ModuleHTTPBTests","ModuleVSLTBTests","ModuleMAFBBTests","ranCallSetupSuccesRatio","ranCallDropRatio","ranCstAverage","ranCstPoorRatio","ranCstPercentile10","ranSpeechPolqaAverage","ranSpeechTestsPoorRatio","ranSpeechPolqaPercentile90","ranHttpFdfsCompletedRatio","ranHttpFdttDlMdrPercentile10","ranHttpFdttDlMdrAverage","ranHttpFdttDlMdrPercentile90","ranHttpFdttUlMdrPercentile10","ranHttpFdttUlMdrAverage","ranHttpFdttUlMdrPercentile90","ranHttpBrowsingCompletedRatio","ranHttpBrowsingTransferRttAverage","ranStreamingCompletedRatio","ranStreamingVmosPercentile10","ranStreamingVmosAverage","ranStreamingTtfpAverage","ranStreamingTtfpPoorRatio","ranApplicationCompletedRatio","ranApplicationTransferTimeAverage","maxCallSetupSuccesRatio","maxCallDropRatio","maxCstAverage","maxCstPoorRatio","maxCstPercentile10","maxSpeechPolqaAverage","maxSpeechTestsPoorRatio","maxSpeechPolqaPercentile90","maxHttpFdfsCompletedRatio","maxHttpFdttDlMdrPercentile10","maxHttpFdttDlMdrAverage","maxHttpFdttDlMdrPercentile90","maxHttpFdttUlMdrPercentile10","maxHttpFdttUlMdrAverage","maxHttpFdttUlMdrPercentile90","maxHttpBrowsingCompletedRatio","maxHttpBrowsingTransferRttAverage","maxStreamingCompletedRatio","maxStreamingVmosPercentile10","maxStreamingVmosAverage","maxStreamingTtfpAverage","maxStreamingTtfpPoorRatio","maxApplicationCompletedRatio","maxApplicationTransferTimeAverage","summCST","summPOLQA","summVoice","summHttpTDL","summHttpTUL","summHttpT","summHttpB","summVSLVS","summAPPFB","summData","totalCST","totalPOLQA","totalVoice","totalHttpTDL","totalHttpTUL","totalHttpT","totalHttpB","totalVSLVS","totalAPPFB","totalData","summRanking","totalRanking"
"74",21004,"ALL","Walk","City","Big Cities","Köln","","",43374.7645052893,43378.6453880556,453,0.993377483443,0.013333333333,5.27094222598606,4.46580009460449,0.008888888888,4415,3.7293,4.04,0.008833522083,382,381,0.981651376146,11.8843,56.193781212938,108.56968,4.077075,27.7357500268817,52.560011,2727,0.988632196552,42,371,0.99191374663,3.79999995231628,3.93532607283281,1.191956,0,389,0.974293059125,4.22555145118733,2394,23274,3926,13997,1915,2002,29.870309050625,32.500000000125,8.72905777401394,3.51851851866667,3.26709995269775,3.36252777777778,4.6312287656625,2.025,8.77675840973333,6.7337109,3.94965412703279,2.20237366666667,6.49871145,3.93851895916219,2.18800009166667,41.5896589656,1.8,26.0175202155,4.74999994039536,4.66915759104102,1.077011,1.25,12.4293059125,7.3308364116095,31.25,37.5,10,5,3.75,4.375,5.625,2.5,10,7.875,4.625,2.5,7.875,4.625,2.5,45,2.5,27.5,5,5,1.25,1.25,15,7.5,15.5146762453784,10.0187565434403,87.9037418395686,12.8857386936995,12.6252305008289,34.2877276042616,43.3896589656,37.7636887469364,19.7601423241095,135.201217640908,18.75,12.5,100,15,15,40,47.5,40,22.5,150,223.104959480476,250
"75",21005,"ALL","Walk","City","Big Cities","München","","",43382.7168025347,43385.3752363657,544,0.992647058823,0.014814814814,5.54867037490562,4.55160002708435,0.009259259259,5289,3.662798,4.03,0.012100586122,458,456,0.97374179431,7.184284,50.1740650111358,96.967318,3.083064,25.5246809213483,53.151238,3254,0.987400122925,50,448,0.993303571428,3.59999990463257,3.90179773368193,1.29164,0.002247191011,465,0.972043010752,4.14820353982301,2394,23274,3926,13997,1915,2002,29.7181372547917,31.94444444475,8.45132962509438,3.4567901235,3.22419998645782,3.23321833333333,4.3949706939,2.01875,8.249452954,6.437609892,3.85685016892168,2.15403049166667,6.373466064,3.87034432840824,2.19292698333333,41.2200368775,1.66666666666667,26.2723214284667,4.49999988079071,4.62724716710241,1.05209,1.13764044945,12.2043010752,7.38884734513274,31.25,37.5,10,5,3.75,4.375,5.625,2.5,10,7.875,4.625,2.5,7.875,4.625,2.5,45,2.5,27.5,5,5,1.25,1.25,15,7.5,15.1323197350522,9.64693902723333,86.4418404618272,12.4484905525883,12.4367373757416,33.1346808823299,42.8867035441667,37.5892989258098,19.5931484203327,133.203831772639,18.75,12.5,100,15,15,40,47.5,40,22.5,150,219.645672234466,250
"76",30001,"ALL","Drive","Connecting Roads","Connecting Roads","Kaltenkirchen - Bremen","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,1,5.510132,27.2354612121212,49.013798,4.787764,14.9229587878788,25.806892,236,1,43,33,1,3.90000009536743,4.030302994179,1.112424,0,34,0.970588235294,4.16584848484848,1470,13531,2411,8693,1198,1213,0,0,0,0,0,0,0,0,6,3.7992829896,1.4742822076555,0.936331152,3.9529549584,1.64199838508159,0.998730816,27,1.07,16.5,2.92500007152557,2.87272724563425,0.6581364,0.75,7.23529411764,4.42536818181818,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,0,0,0,6.2098963492555,6.59368415948158,18.8035805087371,28.07,23.7058637171598,11.6606622994582,82.2401065253551,11.25,7.5,60,9,9,24,28.5,24,13.5,90,82.2401065253551,150
"77",30001,"ALL","Drive","Connecting Roads","Connecting Roads","Bad Hersfeld - Kassel","","",43386.4452223032,43386.487472037,21,0.95238095238,0,6.93085000514984,4.38669986724854,0.05,200,3.22235,4.01,0.055,17,17,1,7.449996,18.4804382352941,29.579,1.423695,10.092173125,24.071555,119,0.932773109243,77,16,1,3.04999995231628,3.70000000298023,1.19,0,17,0.823529411764,5.55321428571429,1470,13531,2411,8693,1198,1213,12.7976190475,22.5,4.05531999588013,0,1.98399003982544,1.426075,1.35,1.20375,6,3.8726098488,0.962804549535604,0.469896,1.74578355,1.09203201730769,0.91543464,16.8699950567577,0.73,16.5,2.09999990463257,2.62500000223517,0.6465,0.75,0.996539792357644,3.80105357142857,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,6.03931003570557,3.979825,45.3167540832056,5.3053103983356,3.75325020730769,15.0585606056433,17.5999950567577,22.6214999068677,4.79759336378622,60.0776489330549,11.25,7.5,60,9,9,24,28.5,24,13.5,90,105.39440301626,150
"78",30002,"ALL","Drive","Connecting Roads","Connecting Roads","Berlin - Eberswalde","","",43377.3577094329,43377.4621764352,47,0.978723404255,0,5.83826087868732,4.63050007820129,0,458,3.68286,4.03,0,39,38,0.987012987012,6.635944,37.0375332432432,98.327848,1.899664,14.9479894594595,25.01165,273,0.98901098901,55,38,1,3.37000005245209,3.86842104635741,1.357631,0,38,0.973684210526,4.69964864864865,1470,13531,2411,8693,1198,1213,16.090425531875,22.5,4.89704347278761,3,1.91084997653961,1.96333666666667,3.375,1.21125,5.48051948048,3.8418386832,2.04692957368421,1.29581962,2.64536496,1.64484803076923,0.9605592,25.0219780218,0.95,16.5,2.52750003933907,2.75131578476805,0.62135535,0.75,7.42105263156,4.18515810810811,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,9.80789344932722,6.54958666666667,54.9479056478689,7.18458787688421,5.25077219076923,17.9158795481334,25.9719780218,23.1501711741071,11.6062107396681,78.6442394837087,11.25,7.5,60,9,9,24,28.5,24,13.5,90,133.592145131578,150
"79",30002,"ALL","Drive","Connecting Roads","Connecting Roads","Bochum - Monheim am Rhein","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,0.923076923076,2.41638,9.49133636363637,18.11771,2.126173,6.72230166666667,10.930277,91,0.956043956043,57,13,0.846153846153,3.09999990463257,3.68181816014377,1.873636,0,13,0.923076923076,6.88325,1470,13531,2411,8693,1198,1213,0,0,0,0,0,0,0,0,3.47511312214588,0.5246388,0.437651755980861,0.19482504,3.07346697,0.708385112820513,0.284653296,19.8267614736988,0.93,3.58371040717412,2.19999980926514,2.61136362010782,0.559239709090909,0.75,5.21266968321882,3.2467,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,0,0,0,1.15711559598086,4.06650537882051,8.69873409694726,20.7567614736988,9.70431354563799,8.45936968321882,47.6191787995029,11.25,7.5,60,9,9,24,28.5,24,13.5,90,47.6191787995029,150
"80",30003,"ALL","Drive","Connecting Roads","Connecting Roads","Fulda - Bad Hersfeld","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,0.833333333333,4.312171,18.73445375,42.593958,2.163386,14.17604,23.745608,63,0.920634920634,51,9,0.666666666666,3.80000007152557,3.9166667064031,1.178333,0,9,1,5.44188888888889,1470,13531,2411,8693,1198,1213,0,0,0,0,0,0,0,0,0.941176470578822,2.91333546,0.977644403289474,0.782254992,3.14379954,1.55696455384615,0.899789184,15.32773109232,0.99,0,2.85000005364418,2.78750002980232,0.64825005,0.75,9,3.85115,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,0,0,0,4.67323485528947,5.60055327784615,11.2149646037144,16.31773109232,7.0357501334465,12.85115,47.4195958294809,11.25,7.5,60,9,9,24,28.5,24,13.5,90,47.4195958294809,150
"81",30003,"ALL","Drive","Connecting Roads","Connecting Roads","Berlin - Lübbenau","","",43374.6253149421,43374.6866957176,30,1,0,6.34606664975484,4.53560013771057,0,299,3.435685,4.01,0.033444816053,22,22,0.931818181818,7.81042,16.3705066666667,25.41939,2.329687,10.4224472727273,21.437618,161,0.975155279503,147,23,1,2.90000009536743,3.6521739234095,1.64,0,23,0.91304347826,6.81323809523809,1470,13531,2411,8693,1198,1213,18.75,22.5,4.52314668019613,3,1.93931995868683,1.67496583333333,1.99665551841,1.20375,3.72192513368471,3.886233876,0.83954012631579,0.37006536,3.45810843,1.12963245874126,0.789005664,22.52795031054,0.03,16.5,1.80000019073486,2.58913044255713,0.584727272727273,0.75,4.78772378512941,3.27470476190476,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,9.46246663888296,4.87537135174333,55.5878379906263,5.09583936231579,5.37674655274126,14.1945110487418,22.55795031054,22.2238579060193,8.06242854703417,67.0387478123352,11.25,7.5,60,9,9,24,28.5,24,13.5,90,122.626585802961,150
"82",30004,"ALL","Drive","Connecting Roads","Connecting Roads","Bremen - Osnabrück","","",43382.4268659259,43382.5047539931,37,0.945945945945,0.057142857142,5.87788569586618,4.63139991760254,0.028571428571,328,3.506768,4.02,0.021341463414,27,27,0.87037037037,4.298649,21.8485533333333,44.238404,1.492982,11.4922168,22.824426,190,0.957894736842,105,27,0.962962962962,3.85000002384186,3.94615382414598,1.285,0,27,0.925925925925,4.29936,1470,13531,2411,8693,1198,1213,11.993243243125,9.64285714305,4.87326858248029,0.1428571429,1.91058002471924,1.757896,2.35975609758,1.2075,1.98692810456471,2.89629774,1.15957337894737,0.821721696,1.87673598,1.25142160492308,0.855572448,20.0619195046306,0.45,12.6535947711671,2.88750001788139,2.80961536810948,0.63225,0.75,5.33333333329412,4.365288,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,6.92670575009953,5.32515209758,33.8879582338545,4.87759281494737,3.98373003292308,10.8482509524352,20.5119195046306,19.7329601571579,9.69862133329412,60.7917519475178,11.25,7.5,60,9,9,24,28.5,24,13.5,90,94.6797101813723,150
"83",30005,"ALL","Drive","Connecting Roads","Connecting Roads","Butzow - Schwerin","","",43378.3960537731,43378.4253210301,16,0.9375,0.266666666666,7.84853331247966,4.67059993743896,0.133333333333,110,3.319818,4.02,0.036363636363,12,12,0.916666666666,9.758315,20.699757,38.223318,6.728492,13.946937,21.276841,84,0.95238095238,50,12,1,3.90000009536743,3.95833337306976,1.3275,0,12,0.916666666666,3.23036363636364,1470,13531,2411,8693,1198,1213,10.9375,0,3.32117335001628,0,1.89882001876831,1.53978766666667,1.90909090911,1.2075,3.29411764704,3.959864307,1.09245948789474,0.677359632,4.0996739952,1.53088205846154,0.781288368,19.3613445376941,1,16.5,2.92500007152557,2.81875002980232,0.625875,0.75,4.94117647056,4.5,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,5.21999336878459,4.65637857577667,20.8138719445613,5.72968342689474,6.41184442166154,15.4356454955963,20.3613445376941,23.6196251013279,9.44117647056,68.8577916051783,11.25,7.5,60,9,9,24,28.5,24,13.5,90,89.6716635497396,150
"84",30006,"ALL","Drive","Connecting Roads","Connecting Roads","Coburg - Nürnberg","","",43377.7888104514,43377.8514788657,30,1,0,5.29866669972738,4.74320001602173,0,299,3.607725,4.03,0.023411371237,23,24,1,4.095912,20.5127277272727,41.907185,4.937616,14.4618152631579,29.855996,168,1,73,24,1,3.12999994754791,3.64166668057442,1.335,0,24,1,5.61579166666667,1470,13531,2411,8693,1198,1213,18.75,22.5,5.22079998016357,3,1.87703999519348,1.87567916666667,2.29765886289,1.21125,6,2.64084912,1.08153304090909,0.76577244,3.9642837696,1.58949896842105,1.193087808,27,0.77,16.5,2.25999989509583,2.58125001043081,0.62475,0.75,9,3.77289375,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,10.0978399753571,5.38458802955667,56.7324280049137,4.48815460090909,6.74687054602105,17.2350251469301,27.77,22.7159999055266,12.77289375,80.4939188024568,11.25,7.5,60,9,9,24,28.5,24,13.5,90,137.226346807371,150
"85",30007,"ALL","Drive","Connecting Roads","Connecting Roads","Cottbus - Dresden","","",43375.4380700116,43375.5231445139,42,0.95238095238,0,8.50969996452332,4.7328999042511,0.025,398,2.884924,3.99,0.057788944723,28,28,0.803571428571,3.387323,14.3082004545455,25.793873,0.32838,7.84270416666667,22.67454,196,0.811224489795,122,26,0.807692307692,2.90000009536743,3.62857139678228,2.05238,0,28,0.75,6.79290476190476,1470,13531,2411,8693,1198,1213,12.7976190475,22.5,2.79224002838135,0.5,1.88013002872467,1.03241133333333,1.26633165831,1.17,0.10084033612235,1.74802698,0.719058026555024,0.379052952,0,0.835938628205128,0.84837792,1.42617046807058,0.28,0.597285067849405,1.80000019073486,2.57142854758671,0.539740363636364,0.75,0,3.28283809523809,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,5.17237005710602,3.46874299164333,43.9387320962494,2.84613795855502,1.68431654820513,4.6312948428825,1.70617046807058,6.25845416980735,3.28283809523809,15.8787575759985,11.25,7.5,60,9,9,24,28.5,24,13.5,90,59.8174896722479,150
"86",30008,"ALL","Drive","Connecting Roads","Connecting Roads","Dresden - Zwickau","","",43375.8184056134,43377.3389019213,23,0.95652173913,0.045454545454,5.16590911691839,4.73809995651245,0,210,3.729761,4.04,0.014285714285,26,26,0.980769230769,4.524338,17.6669056,30.417848,1.887428,14.0389456,25.528762,197,0.984771573604,104,27,0.925925925925,3.24000000953674,3.91599993705749,1.3548,0,29,1,5.61993103448276,1470,13531,2411,8693,1198,1213,13.31521739125,12.27272727285,5.30045452984897,3,1.87857001304626,2.0180545,2.57142857145,1.215,5.23076923076,3.18066588,0.915277116631579,0.490028352,2.62223892,1.54135688369231,0.985380576,24.25888324872,0.46,9.77777777770588,2.43000000715256,2.78699995279312,0.62178,0.75,9,3.77103103448276,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,10.1790245428952,5.80448307145,41.5714522784452,4.58597134863158,5.14897637969231,14.9657169590839,24.71888324872,16.3665577376516,12.7710310344828,68.8221889799382,11.25,7.5,60,9,9,24,28.5,24,13.5,90,110.393641258383,150
"87",30009,"ALL","Drive","Connecting Roads","Connecting Roads","Eberswalde - Stralsund","","",43377.5934967477,43377.6881968519,48,0.8125,0.051282051282,9.33028210126437,5.43640003204346,0.051282051282,368,2.759211,3.849,0.040760869565,28,28,0.625,1.820322,14.859998,30.147086,0.246156,6.48619739130435,26.274516,195,0.697435897435,154,23,0.782608695652,3.09999990463257,3.44444441795349,2.101666,0,27,0.518518518518,9.25192857142857,1470,13531,2411,8693,1198,1213,0,10.96153846155,2.13577431898851,0,1.53815998077393,0.885746166666667,1.77717391305,0.747000000000001,0,0,0.75129462,0.483530064,0,0.68150554916388,1.021176768,0,0,0,2.19999980926514,2.43333331346512,0.534363709090909,0.75,0,2.29922857142857,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,3.67393429976243,3.40992007971667,18.0453928410291,1.234824684,1.70268231716388,2.93750700116388,0,5.91769683182117,2.29922857142857,11.1544324044136,11.25,7.5,60,9,9,24,28.5,24,13.5,90,29.1998252454427,150
"88",30010,"ALL","Drive","Connecting Roads","Connecting Roads","Frankfurt am Main - Marktheidenfeld","","",43388.7235907176,43388.7769549074,29,1,0.03448275862,5.39899998697741,4.5543999671936,0,280,3.660428,4.03,0.014285714285,24,24,1,6.308301,22.2009529166667,45.346648,1.784103,11.0966775,22.454332,173,0.994219653179,64,25,1,3.09999990463257,3.84799996376038,1.2276,0,25,1,4.11084,1470,13531,2411,8693,1198,1213,18.75,14.7413793105,5.16060000781355,3,1.93368000984192,1.937166,2.57142857145,1.21125,6,3.8294537778,1.18016093355263,0.848319552,2.42695467,1.20639097692308,0.837807936,25.95953757222,0.86,16.5,2.19999980926514,2.73599997282028,0.64086,0.75,9,4.450122,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,10.0942800176555,5.71984457145,49.3055038996055,5.85793426335263,4.47115358292308,16.3290878462757,26.81953757222,22.8268597820854,13.450122,79.4256072005811,11.25,7.5,60,9,9,24,28.5,24,13.5,90,128.731111100187,150
"89",30011,"ALL","Drive","Connecting Roads","Connecting Roads","Gifhorn - Halberstadt","","",43389.4368894213,43389.4443168056,4,1,0,5.13150000572205,4.97460012435913,0,40,3.9155,4.06,0,20,20,0.85,7.28663,30.8223115789474,65.241188,0.853568,16.9647264705882,48.58046,144,0.888888888888,71,21,0.857142857142,3,3.61111107137468,1.741666,0,20,0.9,5.96777777777778,1470,13531,2411,8693,1198,1213,18.75,22.5,5.32109999656677,3,1.80761996269226,2.186625,3.375,1.2225,1.41176470588235,3.866434614,1.68382978171745,1.21310297,0.66824352,1.87444578280543,1.2929023,11.2941176469459,0.79,4.43697478984941,2,2.55833330353101,0.573636436363636,0.75,4.23529411764706,3.6145,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,10.128719959259,6.784125,58.162844959259,6.76336736571745,3.83559160280543,12.0107236744052,12.0841176469459,10.3189445297441,7.84979411764706,42.2635799687422,11.25,7.5,60,9,9,24,28.5,24,13.5,90,100.426424928001,150
"90",30012,"ALL","Drive","Connecting Roads","Connecting Roads","Halberstadt - Berlin","","",43389.6323382755,43389.7552169097,61,0.950819672131,0.03448275862,6.30234482370574,4.7570999622345,0.051724137931,558,3.518369,4.02,0.041218637992,47,47,0.893617021276,2.587464,21.4454366666667,48.763544,1.46524,12.5500139130435,23.272835,331,0.933534743202,72,46,0.91304347826,3.22000005245209,3.9380951892762,1.729047,0,47,0.914893617021,5.50276744186047,1470,13531,2411,8693,1198,1213,12.602459016375,14.7413793105,4.55812414103541,0,1.87287001132965,1.7714305,1.76344086024,1.2075,2.64330413014588,0.740204640000001,1.13602287894737,0.930325056,1.8243036,1.37184773779264,0.87709608,16.9667673715482,0.78,8.77749360607059,2.41500003933907,2.80357139195715,0.575013054545455,0.75,4.86608260324235,3.82375465116279,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,6.43099415236506,4.74237136024,38.5172038394801,2.80655257494737,4.07324741779264,9.52310412288589,17.7467673715482,15.3210780919123,8.68983725440514,51.2807868407515,11.25,7.5,60,9,9,24,28.5,24,13.5,90,89.7979906802316,150
"91",30013,"ALL","Drive","Connecting Roads","Connecting Roads","Hamburg - Kaltenkirchen","","",43381.5194472685,43381.5394951736,11,1,0,4.87009087475863,4.46600008010864,0,108,3.711759,4.033,0.009259259259,9,9,0.944444444444,2.887468,14.11163,30.674252,4.487602,11.3407833333333,20.665218,63,1,53,9,1,2.75999994277954,3.733333296246,1.313333,0,9,1,3.699,1470,13531,2411,8693,1198,1213,18.75,22.5,5.47794547514482,3,1.96019997596741,1.99705216666667,2.7500000000175,1.212375,4.07843137253647,1.11820968,0.707574173684211,0.496182048,3.9302627112,1.23418148717949,0.751930464,27,0.97,16.5,1.51999988555908,2.6499999721845,0.62800005,0.75,9,4.5,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,10.4381454511122,5.95942716668417,57.6475726177964,2.32196590168421,5.91637466237949,12.3167719366002,27.97,22.0479999077436,13.5,75.8347718443437,11.25,7.5,60,9,9,24,28.5,24,13.5,90,133.48234446214,150
"92",30014,"ALL","Drive","Connecting Roads","Connecting Roads","Hannover - Gifhorn","","",43388.7078730903,43388.8278330787,48,1,0,5.43308332562447,4.57210006713867,0,478,3.724644,4.02,0.004184100418,38,38,0.947368421052,3.786828,27.6841386486486,53.385696,6.30422,18.2406837837838,29.473828,268,0.985074626865,53,38,1,3.87000005245209,3.9368420776568,1.519473,0,36,0.916666666666,5.53318181818182,1470,13531,2411,8693,1198,1213,18.75,22.5,5.14015000462532,3,1.9283699798584,2.01208466666667,3.092573221785,1.2075,4.16099071205647,2.25140328,1.50049441578947,1.041256704,4.067599032,2.01970861538461,1.174743744,24.3134328357,0.97,16.5,2.90250003933907,2.8026315582426,0.597875672727273,0.75,4.94117647056,3.81006818181818,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,10.0685199844837,6.31215788845167,57.6306778729354,4.79315439978947,7.26205139138461,16.2161965032306,25.2834328357,23.5530072703089,8.75124465237819,73.8038812616177,11.25,7.5,60,9,9,24,28.5,24,13.5,90,131.434559134553,150
"93",30015,"ALL","Drive","Connecting Roads","Connecting Roads","Kaiserslautern - Frankfurt am Main","","",43385.5900842708,43385.7319959838,67,0.985074626865,0.030303030303,6.56110607494007,4.60549998283386,0.030303030303,636,3.496289,4.02,0.02358490566,50,51,0.930693069306,1.3216,19.8609797826087,42.57971,1.10539,11.7424482608696,23.846455,364,0.942307692307,57,51,0.862745098039,3.29999995231628,3.84999999674884,1.3625,0,53,0.924528301886,4.49724489795918,1470,13531,2411,8693,1198,1213,16.884328358125,15.681818181825,4.35111514004794,0,1.91835000514984,1.7456705,2.2924528302,1.2075,3.69015725099294,0,1.04345723993135,0.78191304,1.1441871,1.27990949431438,0.90462984,18.0814479637129,0.93,4.87197231832235,2.47499996423721,2.73749999756163,0.620625,0.75,5.27413984458353,4.27623979591837,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,6.26946514519778,5.2456233302,44.0812350153478,1.82537027993135,3.32872643431438,8.84425396523867,19.0114479637129,11.4550972801212,9.5503796405019,48.8611788495747,11.25,7.5,60,9,9,24,28.5,24,13.5,90,92.9424138649225,150
"94",30016,"ALL","Drive","Connecting Roads","Connecting Roads","Karlsruhe - Saarbrücken","","",43384.5385792014,43384.6297648032,42,0.95238095238,0.05,7.76190004348755,4.58890013694763,0.025,377,3.221167,3.99,0.029177718832,31,31,0.887096774193,4.309296,14.6977636,35.587388,1.31856,9.33859148148148,25.750952,222,0.909909909909,67,30,0.933333333333,3.09999990463257,3.59999998126711,1.608214,0,32,0.90625,6.45834482758621,1470,13531,2411,8693,1198,1213,12.7976190475,11.25,3.39047996520996,0.5,1.92332995891571,1.42469483333333,2.12466843504,1.17,2.45920303603765,2.90971296,0.741816715578947,0.614097312,1.5470784,1.00623964558405,0.996045696,13.9650238472612,0.83,10.3529411764447,2.19999980926514,2.54999998595033,0.588194836363636,0.75,4.5,3.41666206896552,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,5.81380992412567,4.71936326837333,34.580792239999,4.26562698757895,3.54936374158405,10.2741937652006,14.7950238472612,16.4411358080238,7.91666206896552,49.4270154894511,11.25,7.5,60,9,9,24,28.5,24,13.5,90,84.0078077294501,150
"95",30017,"ALL","Drive","Connecting Roads","Connecting Roads","Kassel - Hannover","","",43388.3157093287,43388.4113651968,49,0.979591836734,0,5.45145833492279,4.56309990882874,0,478,3.704853,4.03,0.010460251046,42,42,1,9.575905,25.8210804761905,48.701097,6.244268,16.6243047619048,28.282025,306,0.993464052287,52,43,0.976744186046,3.60999991893768,3.88333331970941,1.270952,0,44,1,3.37618181818182,1470,13531,2411,8693,1198,1213,16.19897959175,22.5,5.12912499904633,3,1.93107002735138,1.98899516666667,2.68619246862,1.21125,6,3.952969209,1.3916525962406,0.928826328,4.0630666608,1.83569008058608,1.1175372,25.82352941166,0.98,13.94186046506,2.70749993920326,2.76249998978206,0.6343572,0.75,9,4.5,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,10.0601950263977,5.88643763528667,54.6456122534344,6.2734481332406,7.01629394138608,19.2897420746267,26.80352941166,20.7962175940453,13.5,80.389489080332,11.25,7.5,60,9,9,24,28.5,24,13.5,90,135.035101333766,150
