"","Rnk","Vendor","G_Level_1","G_Level_2","G_Level_3","G_Level_4","Fleet","WagonNumber","MinTimestamp","MaxTimestamp","CallAttempts","CallSetupSuccesRatio","CallDropRatio","CstAverage","CstPercentile10","CstPoorRatio","SpeechTestsAttempts","SpeechPolqaAverage","SpeechPolqaPercentile90","SpeechTestsPoorRatio","HttpFdfsDlAttemptsCount","HttpFdfsUlAttemptsCount","HttpFdfsCompletedRatio","HttpFdttDlMdrPercentile10","HttpFdttDlMdrAverage","HttpFdttDlMdrPercentile90","HttpFdttUlMdrPercentile10","HttpFdttUlMdrAverage","HttpFdttUlMdrPercentile90","HttpBrowsingAttemptsCount","HttpBrowsingCompletedRatio","HttpBrowsingTransferRttAverage","StreamingAttemptsCount","StreamingCompletedRatio","StreamingVmosPercentile10","StreamingVmosAverage","StreamingTtfpAverage","StreamingTtfpPoorRatio","ApplicationAttemptsCount","ApplicationCompletedRatio","ApplicationTransferTimeAverage","ModuleVoiceTests","ModulePOLQATests","ModuleHTTPTTests","ModuleHTTPBTests","ModuleVSLTBTests","ModuleMAFBBTests","ranCallSetupSuccesRatio","ranCallDropRatio","ranCstAverage","ranCstPoorRatio","ranCstPercentile10","ranSpeechPolqaAverage","ranSpeechTestsPoorRatio","ranSpeechPolqaPercentile90","ranHttpFdfsCompletedRatio","ranHttpFdttDlMdrPercentile10","ranHttpFdttDlMdrAverage","ranHttpFdttDlMdrPercentile90","ranHttpFdttUlMdrPercentile10","ranHttpFdttUlMdrAverage","ranHttpFdttUlMdrPercentile90","ranHttpBrowsingCompletedRatio","ranHttpBrowsingTransferRttAverage","ranStreamingCompletedRatio","ranStreamingVmosPercentile10","ranStreamingVmosAverage","ranStreamingTtfpAverage","ranStreamingTtfpPoorRatio","ranApplicationCompletedRatio","ranApplicationTransferTimeAverage","maxCallSetupSuccesRatio","maxCallDropRatio","maxCstAverage","maxCstPoorRatio","maxCstPercentile10","maxSpeechPolqaAverage","maxSpeechTestsPoorRatio","maxSpeechPolqaPercentile90","maxHttpFdfsCompletedRatio","maxHttpFdttDlMdrPercentile10","maxHttpFdttDlMdrAverage","maxHttpFdttDlMdrPercentile90","maxHttpFdttUlMdrPercentile10","maxHttpFdttUlMdrAverage","maxHttpFdttUlMdrPercentile90","maxHttpBrowsingCompletedRatio","maxHttpBrowsingTransferRttAverage","maxStreamingCompletedRatio","maxStreamingVmosPercentile10","maxStreamingVmosAverage","maxStreamingTtfpAverage","maxStreamingTtfpPoorRatio","maxApplicationCompletedRatio","maxApplicationTransferTimeAverage","summCST","summPOLQA","summVoice","summHttpTDL","summHttpTUL","summHttpT","summHttpB","summVSLVS","summAPPFB","summData","totalCST","totalPOLQA","totalVoice","totalHttpTDL","totalHttpTUL","totalHttpT","totalHttpB","totalVSLVS","totalAPPFB","totalData"
"23",6201,"Ericsson","Drive","City","Medium Cities","","","",43235.6239009954,43270.5269496528,1437,0.970076548364,0.028694404591,6.15883749379316,4.80220003128052,0.018531717747,13510,3.537289,4.02,0.021909696521,1152,1150,0.950912250217,2.431171,20.2863415178571,45.732782,2.285189,10.0689760960145,18.552207,8269,0.973273672753,65,1051,0.962892483349,3.40000009536743,3.8696442551528,1.753409,0.005928853754,1179,0.968617472434,6.16907180385289,8669,83726,13707,48988,6709,6988,50.0318951516667,53.47919655675,15.5764333498849,3.822760751,6.19779996871948,5.97834611111111,7.8090303479,4.025,14.2035059027765,1.8109182,3.56102440084587,2.85862256,11.2466907,3.63130374925678,2.16835312,73.9642036518,2.83333333333333,42.1604074550353,8.50000023841858,9.17411063788201,1.90785127272727,1.95871761093333,23.8048196377412,11.7745709281961,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,25.5969940696044,17.8123764590111,146.920462237032,8.23056516084587,17.0463475692568,39.4804186328791,76.7975369851334,63.7010872149965,35.5793905659373,215.558433398946,37.5,25,200,30,30,80,95,80,45,300
"24",6202,"Huawei","Drive","City","Medium Cities","","","",43223.3623498727,43263.5100678125,922,0.983731019522,0.012127894156,5.88673552281218,4.77839984893799,0.016393442622,8955,3.597975,4.02,0.016192071468,714,711,0.974736842105,2.830664,24.4927090583554,62.524398,2.957036,12.229256291834,19.752804,5087,0.985059956752,68,716,0.988826815642,3.29999995231628,3.85689969823859,1.616271,0.001412429378,731,0.978112175102,5.26108671328671,8669,83726,13707,48988,6709,6988,55.7212581341667,65.904079383,16.2265289543756,4.535519126,6.22160015106201,6.21434722222222,8.3807928532,4.025,16.6315789473333,3.4887888,4.38015913241659,4.02103665,12.715173072,4.45110238767034,2.36044864,81.0359740512,2.73333333333333,50.9031657354,8.24999988079071,9.14224924559647,1.95771963636364,2.3587570622,25.6224350204,13.1083699300699,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,26.9836482314376,18.6201400754222,167.229125824027,11.8899845824166,19.5267240996703,48.0482876294203,83.7693073845333,72.6118915603508,38.7308049504699,243.160291524774,37.5,25,200,30,30,80,95,80,45,300
"25",6301,"Ericsson","Drive","City","Small Cities","","","",43234.8344441204,43249.5565748148,359,0.983286908077,0.011331444759,7.44127810537145,5.0550000667572,0.011235955056,3489,3.21709,3.98,0.025795356835,256,254,0.913725490196,2.194869,12.5025012809917,28.758654,1.28567,5.14751458874459,14.10014,1826,0.937020810514,111,238,0.966386554621,2.90000009536743,3.57470288121182,2.793826,0.043478260869,243,0.860082304526,7.72858851674641,8669,83726,13707,48988,6709,6988,55.53621169875,66.50141643075,12.1565917190095,6.254681648,5.8899998664856,4.73312777777778,7.4204643165,3.8,10.7035755478588,0.818449799999999,2.04522393366681,1.50069232,4.949721,1.7636722029082,1.4560224,58.0323432765177,1.3,43.0647553136706,6.00000063578288,8.43675720302955,1.52951781818182,0.289855072488889,8.48220769778823,9.69521531100478,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,24.3012732334951,15.9535920942778,162.292493457273,4.36436605366681,8.1694156029082,23.2373572044338,59.3323432765176,59.3208860431537,18.177423008793,160.068009532898,37.5,25,200,30,30,80,95,80,45,300
"26",6302,"Huawei","Drive","City","Small Cities","","","",43222.5963192593,43252.6189622801,1453,0.977976600137,0.008444757213,6.71966387807452,4.85260019302368,0.027835768963,14080,3.420367,4.01,0.025213068181,1074,1071,0.958974358974,2.982378,19.36115195671,47.868958,1.542088,8.36501987719297,17.696277,7657,0.972574115188,75,1063,0.978363123236,3.40000009536743,3.87744549742112,1.846855,0.008653846153,1090,0.937614678899,6.6404589041096,8669,83726,13707,48988,6709,6988,53.3235833904167,68.66643209025,14.0808963251346,0.721410345666666,6.14739980697632,5.52364944444445,7.4786931819,4.0125,14.9622926093176,4.1259876,3.38085590735931,3.02951664,6.5651544,2.98467420980656,2.03140432,73.5444691128,2.5,47.0664785198667,8.50000023841858,9.1936137435528,1.87387090909091,1.83760683764444,19.4279546680941,11.1460547945205,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,20.9497064777776,17.0148426263444,159.954564584789,10.5363601473593,11.5812329298066,37.0798856864835,76.0444691128,68.4715702485734,30.5740094626146,212.169934510472,37.5,25,200,30,30,80,95,80,45,300
"27",7101,"Ericsson","Walk","City","Big Cities","","","",43224.7203931713,43251.4311248264,1451,0.969676085458,0.013503909026,6.57787192455066,4.76300001144409,0.03448275862,13847,3.380065,4.02,0.020943164584,1049,1048,0.920362422508,2.135572,23.2633805935614,60.778733,1.95954,11.7219946439318,24.673382,7542,0.95558207372,78,1012,0.97628458498,3.5,3.8689945986879,1.924078,0.00910931174,1056,0.964015151515,6.2850039292731,2170,20897,3282,11795,1604,1662,24.93251780375,32.43603411525,7.22950410059912,0,3.11849999427795,2.68345972222222,3.9528417708,2.0125,5.66411400037647,0.284701200000002,2.07038179463624,2.00324472083333,4.597551,2.12930154782295,1.57387056,32.9467920818824,1.2,23.152173913,4.375,4.58624324835988,0.922894909090909,0.908681961333333,11.5775401069412,5.8099973804846,31.25,37.5,10,5,3.75,4.375,5.625,2.5,10,7.875,4.625,2.5,7.875,4.625,2.5,45,2.5,27.5,5,5,1.25,1.25,15,7.5,10.3480040948771,8.64880149302222,76.3653575068993,4.35832771546958,8.30072310782296,18.323164823669,34.1467920818824,33.9449940317841,17.3875374874258,103.802488424761,18.75,12.5,100,15,15,40,47.5,40,22.5,150
"28",7102,"Huawei","Walk","City","Big Cities","","","",43238.6573960069,43253.6829255093,719,0.991655076495,0.009817671809,5.79904056295648,4.76300001144409,0.011188811188,7050,3.700882,4.04,0.014468085106,593,592,0.976371308016,6.643684,38.0164969846678,83.290782,3.138642,13.4459199313894,30.792598,4253,0.987303080178,59,592,0.983108108108,3.79999995231628,3.98121130794184,1.174862,0,606,0.980198019801,5.27183333333333,2170,20897,3282,11795,1604,1662,29.5114742697917,33.818373071625,8.20095943704352,3.13519813533333,3.11849999427795,3.30727055555556,4.2765957447,2.025,8.42475386773334,6.403552092,3.50686944324397,2.097044925,6.380468892,2.45640532031491,2.00660498333333,41.1909240534,1.51666666666667,24.4031531531333,4.74999994039536,4.7265141349273,1.0812845,1.25,13.0198019801,6.546125,31.25,37.5,10,5,3.75,4.375,5.625,2.5,10,7.875,4.625,2.5,7.875,4.625,2.5,45,2.5,27.5,5,5,1.25,1.25,15,7.5,14.4546575666548,9.60886630025556,87.393371208327,12.007466460244,10.8434791956482,31.2756995236255,42.7075907200667,36.210951728456,19.5659269801,129.760168952248,18.75,12.5,100,15,15,40,47.5,40,22.5,150
"29",8101,"Ericsson","Drive","Connecting Roads","Highway","","","",43234.7196301389,43270.5507618634,935,0.950802139037,0.033745781777,6.77832640118301,4.74519996643066,0.038335158817,8565,3.387119,4.02,0.035610040863,703,702,0.924555160142,2.934346,16.8241968908819,38.55226,1.48358,8.62878869369369,18.32604,4999,0.944588917783,72,696,0.954022988505,3.40000009536743,3.86937498166619,1.832063,0.012048192771,718,0.934540389972,5.67242324888227,3370,30754,4985,17844,2449,2553,12.600267379625,14.907199100175,4.17733887905359,0,1.8764400100708,1.6183055,1.93169877411,1.2075,3.51685158048,1.17727596,0.866045186783102,0.685254240000001,1.8589662,0.925431328205128,0.63964992,18.3712977888988,0.78,11.9594320486235,2.55000007152557,2.75203123624964,0.563774945454546,0.506024096386667,5.69818122234353,3.74740953800298,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,6.05377888912439,4.75750427411,38.3187496430344,2.7285753867831,3.42404744820513,9.66947441546823,19.1512977888988,18.33126239824,9.44559076034651,56.5976253629535,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"30",8102,"Huawei","Drive","Connecting Roads","Highway","","","",43222.524755544,43263.5853781366,1276,0.94514106583,0.032338308457,6.99571243318487,4.84869999885559,0.039579967689,11635,3.335999,4.02,0.037387193811,956,954,0.910994764397,4.421783,19.3967118872018,42.813482,1.676822,9.89774052972973,18.2537,6841,0.925449495687,78,938,0.946695095948,3.29999995231628,3.86077701213124,1.829526,0.01352874859,980,0.877551020408,5.96606511627907,3370,30754,4985,17844,2449,2553,11.89263322875,15.223880597175,4.00343005345211,0,1.84539000034332,1.5586655,1.87838418567,1.2075,3.13396981826824,3.05144658,1.01633422077863,0.787523568,2.22419358,1.06989661415385,0.6361776,15.9394653343482,0.72,11.3904427441977,2.47499996423721,2.74558275909843,0.564051709090909,0.486283352133333,3.28451380551529,3.61527069767442,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,5.84882005379543,4.64454968567,37.6098835653904,4.85530436877863,3.93026779415385,11.9195419812007,16.6594653343482,17.6613605287575,6.89978450318971,53.1401523474962,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"31",8201,"Ericsson","Drive","Connecting Roads","Roads","","","",43234.7640735417,43270.5525951852,471,0.942675159235,0.027027027027,7.53850877285004,4.83850002288818,0.041666666666,4310,3.194877,4,0.047099767981,336,334,0.888059701492,2.719919,15.5780387579618,33.711253,1.64483,7.39644113268608,16.868576,2427,0.897816234033,95,327,0.905198776758,3.09999990463257,3.77093466794169,2.230472,0.027027027027,342,0.856725146198,6.73606484641638,3370,30754,4985,17844,2449,2553,11.584394904375,16.418918918925,3.56919298171997,0,1.84844999313354,1.39402316666667,1.58700696057,1.2,2.48639157153882,0.90709794,0.793243316912504,0.569070072,2.1637287,0.785133298182723,0.569691648,12.4284156183106,0.55,8.16837560709176,2.19999980926514,2.67820100095627,0.520312145454546,0.306306306306667,2.40247678015059,3.30557406143345,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,5.41764297485352,4.18103012723667,37.6019869253902,2.2694113289125,3.51855364618272,8.27435654663405,12.9784156183106,13.8731948690744,5.70805084158403,40.8340178756031,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"32",8202,"Huawei","Drive","Connecting Roads","Roads","","","",43222.5191812963,43263.5530436227,688,0.938953488372,0.030959752321,7.39634229890969,4.91720018386841,0.047832585949,6244,3.311066,4.02,0.035393978219,501,499,0.899,3.349908,21.2526172564613,53.827494,1.550572,9.28150792756539,18.157236,3577,0.922281241263,69,488,0.936475409836,3.70000004768372,3.93215899316174,1.739803,0.006564551422,513,0.871345029239,5.90108948545861,3370,30754,4985,17844,2449,2553,11.1191860465,15.534055727775,3.68292616087225,0,1.82483994483948,1.529577,1.93818065343,1.2075,2.79529411764706,1.70088408,1.12475816603537,1.051859856,1.98558108,0.99974090252283,0.631547328,15.5369106545929,0.81,10.5969141755012,2.77500003576279,2.79911924487131,0.573839672727273,0.579139314373333,3.02167182659294,3.64450973154362,18.75,22.5,6,3,2.25,2.625,3.375,1.5,6,4.725,2.775,1.5,4.725,2.775,1.5,27,1.5,16.5,3,3,0.75,0.75,9,4.5,5.50776610571173,4.67525765343,36.8362655334167,3.87750210203537,3.61686931052283,10.2896655302053,16.3469106545929,17.3240124432359,6.66618155813657,50.6267701861707,11.25,7.5,60,9,9,24,28.5,24,13.5,90
"33",9001,"Ericsson","Walk","Train Route","Train","","","",43223.4638481713,43251.6594079398,619,0.852988691437,0.181818181818,8.66520106325794,4.887300157547,0.106761565836,4269,2.866523,3.99,0.141719372218,383,381,0.732984293193,0.582148,8.76369924924925,16.005406,0.819992,5.88225100946372,12.533052,2734,0.79992684711,99,351,0.851851851851,2.71600003242493,3.50727424773085,2.943344,0.043478260869,380,0.728947368421,7.29629963898917,1341,9637,1717,6086,810,854,6.11954765748,0,1.7785594329291,0,1.2225399684906,0.673962333333333,0,0.78,1.863874345544,0.10514944,0.54109593993994,0.195651662222222,1.09223936,0.781160161514196,0.255346715151515,10.79736649596,0.34,7.740740740722,0.954666709899903,1.65363712386543,0.295029527272727,0.315619967795556,2.747368421052,2.05432009626955,12.5,15,4,2,1.5,1.75,2.25,1,4,3.2,1.8,1,3.2,1.8,1,18,1,11,2,2,0.5,0.5,6,3,3.0010994014197,1.45396233333333,10.574609392233,0.841897042162162,2.12874623666571,4.83451762437187,11.13736649596,10.9596940695556,4.80168851732156,31.733266707209,7.5,5,40,6,6,16,19,16,9,60
"34",9002,"Huawei","Walk","Train Route","Train","","","",43222.6446873727,43252.558658912,722,0.879501385041,0.144881889763,7.76553779142874,4.8552001953125,0.091851851851,5368,2.964485,4,0.150894187779,476,477,0.874081846799,1.042692,10.9193258695652,20.861842,1.772385,8.43778541825096,15.294305,3352,0.915572792362,83,459,0.93899782135,2.90000009536743,3.56002319439934,2.163573,0.020881670533,474,0.888185654008,5.96858669833729,1341,9637,1717,6086,810,854,7.18005540164,0.511811023699998,2.25837984457134,0.16296296298,1.2289599609375,0.750155,0,0.8,2.992654774392,0.69464576,0.713546069565217,0.281988302222222,2.613492224,1.19004566692015,0.322286181818182,14.960620525032,0.446666666666667,9.6579520697,1.20000012715658,1.68001159719967,0.351740145454546,0.38257282805037,4.658227848096,2.40942399049881,12.5,15,4,2,1.5,1.75,2.25,1,4,3.2,1.8,1,3.2,1.8,1,18,1,11,2,2,0.5,0.5,6,3,3.65030276848884,1.550155,12.8923241938288,1.69018013178744,4.12582407273834,8.80865897891778,15.4072871916987,13.2722767675612,7.06765183859481,44.5558747767724,7.5,5,40,6,6,16,19,16,9,60
"35",11001,"ALL","Drive","City","Big Cities","Berlin","","",43255.4177234375,43257.7287781134,464,0.959051724137,0.020224719101,5.83944320253912,4.73259983062744,0.013363028953,4349,3.613927,4.03,0.015865716256,370,369,0.981055480378,3.478591,27.740380718232,67.037533,3.211376,11.6259310958904,21.077652,2651,0.981516408902,56,371,0.99460916442,3.70000004768372,3.97718605568739,1.634823,0.010840108401,382,0.971204188481,5.1944474393531,8669,83726,13707,48988,6709,6988,45.4382183904167,59.83146067425,16.3211135949218,5.54565701566667,6.26740016937256,6.27638277777778,8.4134283744,4.0375,17.4740640504,6.2100822,5.01260045565571,4.05864610833333,12.779266752,4.22214821074815,2.57242432,78.9098453412,3.13333333333333,53.0233602873333,9.25000011920929,9.44296513921846,1.95097345454545,1.74043962662222,24.2408376962,13.2083288409704,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,28.134170779961,18.7273111521778,152.131160996805,15.281328763989,19.5738392827482,52.3292320971372,82.0431786745333,75.4077386269288,37.4491665371704,247.22931593577,37.5,25,200,30,30,80,95,80,45,300
"36",11002,"ALL","Drive","City","Big Cities","Dortmund","","",43244.6156509722,43266.5318624074,912,0.97149122807,0.001128668171,5.64037190340878,4.79460005760193,0.008988764044,8847,3.630243,4.03,0.015711540635,740,740,0.984459459459,4.890136,30.9013503729282,64.070482,4.90332,13.6669423140496,20.180115,5275,0.989004739336,62,741,0.995951417004,3.70000004768372,3.9134755955156,1.462357,0.0054200542,758,0.993403693931,5.01219920318725,8669,83726,13707,48988,6709,6988,50.6213450291667,74.15349887175,16.7192561931824,7.00374531866667,6.20539994239807,6.33983388888889,8.4288459365,4.0375,17.9279279278667,12.1385712,5.6281577042018,4.03392068333333,13.20563664,4.99668580122907,2.4288184,83.4028436016,2.93333333333333,53.5155195681333,9.25000011920929,9.28368898878899,2.0188215,1.98133092444444,28.6807387862,13.4817011952191,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,29.9284014542472,18.8061798253889,173.509425180553,21.8006495875351,20.6311408412291,60.3597183566309,86.3361769349333,76.0493611005761,42.1624399814191,264.907696373559,37.5,25,200,30,30,80,95,80,45,300
"37",11003,"ALL","Drive","City","Big Cities","Essen","","",43236.5806488542,43242.6480566088,430,0.981395348837,0.009478672985,5.96457608550159,4.80860004425049,0.016393442622,4177,3.552583,4.02,0.016040220253,360,360,0.973611111111,2.144484,17.7127487887324,39.238674,3.04142,10.8966629325513,18.74926,2557,0.988658584278,64,335,0.985074626865,3.49800000190735,3.84325757026672,1.728848,0.00606060606,364,0.972527472527,4.98785875706215,8669,83726,13707,48988,6709,6988,54.7480620154167,67.89099526125,16.0708478289968,4.535519126,6.19139995574951,6.03782277777778,8.3959779747,4.025,16.4814814814667,0.606832799999999,3.05985107991104,2.33909392,12.73643784,3.94540029235281,2.1998816,83.1951505668,2.86666666666667,49.5273631838333,8.74500000476837,9.10814392566681,1.91678254545455,1.95286195288889,24.5054945054,13.5182118644068,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,26.7977669107463,18.4588007524778,167.895624939891,6.00577779991104,18.8817197323528,41.3689790137305,86.0618172334667,71.250151612612,38.0237063698068,236.704654229616,37.5,25,200,30,30,80,95,80,45,300
"38",11004,"ALL","Drive","City","Big Cities","Frankfurt am Main","","",43257.610466412,43259.4915214815,433,0.981524249422,0.023529411764,6.06506323758556,4.73379983901978,0.016393442622,4150,3.471378,4.02,0.020240963855,354,353,0.950495049504,2.234155,17.7000506764706,38.250692,2.792502,9.85409922190202,16.553136,2536,0.969242902208,57,354,0.994350282485,3.40000009536743,3.87534089183266,1.436988,0.005681818181,364,0.967032967032,5.16464204545455,8669,83726,13707,48988,6709,6988,54.8017705925,57.352941177,15.8264980331052,4.535519126,6.26620016098022,5.72202555555556,7.9759036145,4.025,14.1642399533176,0.983451,3.05737828962848,2.26005536,12.673710504,3.54976073036282,1.84850176,71.6793468175059,3.1,52.9284369111667,8.50000023841858,9.18835222958164,2.031506,1.96969696973333,23.5811247574588,13.2530369318182,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,26.6282173200854,17.7229291700556,156.505858259641,6.30088464962849,18.0719729943628,38.537097597309,74.7793468175059,74.6179923489002,36.834161689277,224.768598452992,37.5,25,200,30,30,80,95,80,45,300
"39",11005,"ALL","Drive","City","Big Cities","Hamburg","","",43258.6494940741,43262.8266498958,450,0.991111111111,0.006726457399,5.63251785401787,4.75970010757446,0.004464285714,4429,3.661578,4.03,0.012643937683,362,362,0.982044198895,3.82255,27.1196473130194,54.97584,2.734084,11.0636802506964,17.944834,2587,0.991495941244,49,360,1,3.69600005149841,3.95512496497896,1.316638,0,370,0.972972972972,5.237325,8669,83726,13707,48988,6709,6988,58.79629629625,69.95515695075,16.7349642919643,8.511904762,6.24029989242554,6.46169222222222,8.7356062317,4.0375,17.605893186,7.65471,4.89172079253536,3.5980672,12.658989168,4.00878122334119,2.07117344,84.8975647464,3.36666666666667,55,9.24000012874603,9.3878124124474,2.091681,2.5,24.5945945944,13.1440125,62.5,75,20,10,7.5,8.75,11.25,5,20,15.75,9.25,5,15.75,9.25,5,90,5,55,10,10,2.5,2.5,30,15,31.4871689463898,19.2347984539222,179.473420647312,16.1444979925354,18.7389438313412,52.4893350098766,88.2642314130667,78.2194935411934,37.7386070944,256.711667058537,37.5,25,200,30,30,80,95,80,45,300
